x1,x2,target
1.170284981300351,0.8197851338573975,1
1.2285157718073343,-0.5621386492020167,1
-1.122491265585435,0.4997210225074782,1
-0.2252645127101965,0.9473328522158608,0
0.5024113047441789,-1.0800197132051097,0
1.051488453355902,-0.5153424134867535,0
0.923287535920681,0.9821215556658076,1
-1.714656446178648,-0.3851840307204567,1
-0.2328703550893285,1.1742441572399198,1
0.7301953865702477,0.7790458953437683,0
1.7122463570443902,-0.3156931807776077,1
1.1748380703992911,-0.1055749325635886,0
-0.9872803874503702,1.536606460298094,1
-1.1109858787046096,0.4613263156162432,1
1.2322148710613752,-0.2278795510612079,1
0.959442851035531,0.6316019820288238,0
0.1064314037362614,1.8783645117698449,1
1.0465164242469849,0.9117009017450076,1
-0.3071997893295813,-0.728086940566647,0
1.152684768273052,-0.4145776752378811,0
0.7921709338379169,-0.9020933913056832,0
-0.7578044801248777,-1.909765030592317,1
1.1019275442296288,-0.0606906292000748,0
0.918331029905318,-0.9922147617563044,1
-0.9633668079096316,0.4324642895713542,0
0.5769522200375035,-1.4384483486222428,1
0.0882442878281834,-0.102350763714136,0
