x1,x2,target
1.170284981300351,0.8197851338573975,1
-1.122491265585435,0.4997210225074782,1
-0.9118744413153568,0.5532178243984898,0
0.2669892636423213,-1.4038622986298015,1
0.0368450492653149,1.084720215435716,0
-0.6709159502803187,-1.3531849704700467,1
-0.123864335875323,-1.2812450683630598,0
1.051488453355902,-0.5153424134867535,0
0.923287535920681,0.9821215556658076,1
1.3500642609222224,-0.387438022123679,1
1.2260251112656275,-0.7698686003655698,1
0.7301953865702477,0.7790458953437683,0
1.0936723782477134,-0.7373090420071043,1
-0.7720973715731266,-1.446461540287688,1
0.0338814346090967,1.4912087088581674,1
0.0884286557884942,1.0756680021013116,0
-1.1109858787046096,0.4613263156162432,1
-0.0302427895961136,-1.599615184530646,1
0.959442851035531,0.6316019820288238,0
-0.8344811981667222,-0.0766176393899463,0
-0.7296927218862951,-1.04875950605053,0
-0.7424591997437184,-1.0122224880734256,0
1.152684768273052,-0.4145776752378811,0
-1.1903869218326235,-0.2886872554643929,1
-0.8673949732749713,-0.2362672280852838,0
1.3512931695186343,-0.4011091855060523,1
-1.1909956057376714,-0.2602230682891985,1
-0.1273640412052171,1.2830711614210033,1
0.2016504304223291,-1.2505816704200103,0
-0.9633668079096316,0.4324642895713542,0
