x1,x2,target
-0.430550142542131,0.6114529232599618,0
0.9039169035116986,-0.7903595317279815,0
0.9347649455644282,0.1812982586763148,0
0.5339009194246723,-0.8897886873408221,0
0.428591344133533,0.905155067369518,0
-0.281575220632362,0.8671267639414323,1
1.1851568787868976,-0.4310606186051609,1
0.6196080710338776,-1.0991264190945105,1
-1.1110986737531894,-0.4577114160671637,1
-0.2004990843379906,0.920046891243356,1
0.6113672189675083,-1.112702747501692,1
0.1336492993858964,1.123509921405347,1
1.0600678775534196,-0.3546899064247713,1
-0.7465994506815612,-0.4065490656648256,0
-0.7677336357670046,0.9957155902063765,1
-1.0466041272825546,-0.7170720624352523,1
-1.260455171112106,0.7312504172732072,1
-0.6610097389495143,-0.4592395128488719,0
0.2459320476862789,0.8339884427864143,0
0.4063999636551447,-1.0453564838531328,0
0.6618145025771297,1.1143792314479195,1
1.114363591731918,0.3844587821395616,1
-0.215264012855793,0.5827901138410582,0
0.1984592124140405,1.1363970084312296,1
0.9073103190980574,-0.1519387867003207,0
0.9169790426284248,0.2728066077427696,0
1.0651339149647876,0.4419622769458041,1
